customer_id,full_name,email,city,segment,signup_date
49,Customer 49,c49@example.com,Mumbai,regular,2023-01-28
50,Customer 50,c50@example.com,Kolkata,regular,2023-10-06
51,Customer 51,c51@example.com,Bangalore,regular,2023-09-01
52,Customer 52,c52@example.com,Pune,premium,2025-05-04
53,Customer 53,c53@example.com,Mumbai,regular,2025-06-05
54,Customer 54,c54@example.com,Mumbai,regular,2023-07-11
55,Customer 55,c55@example.com,Hyderabad,regular,2023-10-17
56,Customer 56,c56@example.com,Bangalore,regular,2023-08-16
57,Customer 57,c57@example.com,Delhi,regular,2023-10-20
58,Customer 58,c58@example.com,Delhi,regular,2023-01-29
59,Customer 59,c59@example.com,Mumbai,regular,2023-11-16
60,Customer 60,c60@example.com,Mumbai,premium,2024-07-05
61,Customer 61,c61@example.com,Mumbai,regular,2025-02-21
62,Customer 62,c62@example.com,Hyderabad,premium,2024-02-29
63,Customer 63,c63@example.com,Bangalore,regular,2023-02-01
64,Customer 64,c64@example.com,Mumbai,vip,2025-01-12
65,Customer 65,c65@example.com,Chennai,vip,2024-02-04
66,Customer 66,c66@example.com,Mumbai,regular,2024-07-31
67,Customer 67,c67@example.com,Mumbai,premium,2025-02-18
68,Customer 68,c68@example.com,Bangalore,regular,2024-08-10
69,Customer 69,c69@example.com,Hyderabad,regular,2023-05-17
70,Customer 70,c70@example.com,Mumbai,premium,2024-09-08
71,Customer 71,c71@example.com,Chennai,regular,2024-04-18
72,Customer 72,c72@example.com,Mumbai,regular,2024-02-17
73,Customer 73,c73@example.com,Mumbai,regular,2024-12-08
74,Customer 74,c74@example.com,Mumbai,regular,2023-09-24
75,Customer 75,c75@example.com,Delhi,regular,2023-09-12
76,Customer 76,c76@example.com,Chennai,regular,2023-01-17
77,Customer 77,c77@example.com,Bangalore,regular,2024-06-11
78,Customer 78,c78@example.com,Hyderabad,premium,2023-12-24
79,Customer 79,c79@example.com,Mumbai,regular,2025-01-20
80,Customer 80,c80@example.com,Delhi,regular,2023-01-12
81,Customer 81,c81@example.com,Delhi,regular,2023-04-26
82,Customer 82,c82@example.com,Kolkata,regular,2023-07-12
83,Customer 83,c83@example.com,Kolkata,premium,2023-03-18
84,Customer 84,c84@example.com,Delhi,regular,2023-12-06
85,Customer 85,c85@example.com,Bangalore,premium,2024-05-04
86,Customer 86,c86@example.com,Delhi,regular,2024-04-14
87,Customer 87,c87@example.com,Chennai,regular,2024-12-12
88,Customer 88,c88@example.com,Mumbai,regular,2023-12-09
89,Customer 89,c89@example.com,Mumbai,premium,2024-01-22
90,Customer 90,c90@example.com,Delhi,regular,2023-07-13
91,Customer 91,c91@example.com,Delhi,regular,2025-02-05
92,Customer 92,c92@example.com,Hyderabad,regular,2024-11-08
93,Customer 93,c93@example.com,Chennai,regular,2023-04-02
94,Customer 94,c94@example.com,Bangalore,premium,2023-10-13
95,Customer 95,c95@example.com,Pune,premium,2023-08-15
96,Customer 96,c96@example.com,Pune,premium,2023-11-15
97,Customer 97,c97@example.com,Chennai,regular,2023-05-13
98,Customer 98,c98@example.com,Kolkata,regular,2023-07-20
99,Customer 99,c99@example.com,Mumbai,regular,2024-03-13
100,Customer 100,c100@example.com,Pune,regular,2023-03-05
101,Customer 101,c101@example.com,Mumbai,regular,2023-10-17
102,Customer 102,c102@example.com,Bangalore,regular,2024-11-10
103,Customer 103,c103@example.com,Chennai,regular,2025-03-31
104,Customer 104,c104@example.com,Hyderabad,regular,2024-02-14
105,Customer 105,c105@example.com,Chennai,regular,2024-04-02
106,Customer 106,c106@example.com,Mumbai,premium,2024-05-12
107,Customer 107,c107@example.com,Delhi,regular,2024-12-21
108,Customer 108,c108@example.com,Mumbai,premium,2025-02-23
109,Customer 109,c109@example.com,Kolkata,regular,2023-12-26
110,Customer 110,c110@example.com,Mumbai,regular,2025-03-05
111,Customer 111,c111@example.com,Delhi,regular,2025-04-28
112,Customer 112,c112@example.com,Delhi,premium,2024-06-05
113,Customer 113,c113@example.com,Mumbai,regular,2023-02-16
114,Customer 114,c114@example.com,Hyderabad,regular,2025-05-01
115,Customer 115,c115@example.com,Pune,regular,2025-03-16
116,Customer 116,c116@example.com,Mumbai,regular,2024-05-03
117,Customer 117,c117@example.com,Bangalore,premium,2023-09-19
118,Customer 118,c118@example.com,Mumbai,regular,2025-03-03
119,Customer 119,c119@example.com,Pune,regular,2023-03-19
120,Customer 120,c120@example.com,Delhi,premium,2024-02-28
121,Customer 121,c121@example.com,Mumbai,premium,2024-04-19
122,Customer 122,c122@example.com,Mumbai,premium,2023-08-28
123,Customer 123,c123@example.com,Bangalore,vip,2023-03-18
124,Customer 124,c124@example.com,Pune,premium,2024-03-24
125,Customer 125,c125@example.com,Delhi,premium,2025-03-20
126,Customer 126,c126@example.com,Pune,regular,2023-05-25
127,Customer 127,c127@example.com,Delhi,premium,2023-08-25
128,Customer 128,c128@example.com,Mumbai,premium,2023-12-09
129,Customer 129,c129@example.com,Delhi,regular,2024-02-07
130,Customer 130,c130@example.com,Delhi,regular,2023-07-26
131,Customer 131,c131@example.com,Hyderabad,regular,2023-06-02
132,Customer 132,c132@example.com,Mumbai,regular,2024-02-12
133,Customer 133,c133@example.com,Mumbai,premium,2024-03-10
134,Customer 134,c134@example.com,Bangalore,regular,2023-03-25
135,Customer 135,c135@example.com,Kolkata,regular,2024-06-20
136,Customer 136,c136@example.com,Hyderabad,regular,2024-01-27
137,Customer 137,c137@example.com,Pune,regular,2023-03-03
138,Customer 138,c138@example.com,Mumbai,premium,2024-05-28
139,Customer 139,c139@example.com,Chennai,regular,2023-10-06
140,Customer 140,c140@example.com,Pune,premium,2025-06-09
141,Customer 141,c141@example.com,Mumbai,vip,2023-02-01
142,Customer 142,c142@example.com,Bangalore,regular,2025-06-16
143,Customer 143,c143@example.com,Mumbai,vip,2024-01-01
144,Customer 144,c144@example.com,Chennai,regular,2024-08-16
145,Customer 145,c145@example.com,Pune,regular,2023-11-18
146,Customer 146,c146@example.com,Chennai,premium,2024-02-14
147,Customer 147,c147@example.com,Chennai,regular,2025-03-24
148,Customer 148,c148@example.com,Delhi,regular,2024-11-05
149,Customer 149,c149@example.com,Chennai,regular,2025-05-29
150,Customer 150,c150@example.com,Delhi,regular,2025-04-10
151,Customer 151,c151@example.com,Mumbai,regular,2024-03-24
152,Customer 152,c152@example.com,Delhi,regular,2024-09-13
153,Customer 153,c153@example.com,Bangalore,regular,2024-12-01
154,Customer 154,c154@example.com,Delhi,regular,2023-06-22
155,Customer 155,c155@example.com,Pune,regular,2025-01-24
156,Customer 156,c156@example.com,Pune,premium,2024-07-02
157,Customer 157,c157@example.com,Delhi,premium,2024-10-02
158,Customer 158,c158@example.com,Pune,regular,2024-03-24
159,Customer 159,c159@example.com,Delhi,premium,2023-06-13
160,Customer 160,c160@example.com,Chennai,premium,2025-04-04
161,Customer 161,c161@example.com,Delhi,premium,2024-02-06
162,Customer 162,c162@example.com,Chennai,regular,2024-08-22
163,Customer 163,c163@example.com,Delhi,premium,2025-01-05
164,Customer 164,c164@example.com,Bangalore,regular,2025-05-23
165,Customer 165,c165@example.com,Pune,regular,2025-03-02
166,Customer 166,c166@example.com,Bangalore,regular,2023-02-11
167,Customer 167,c167@example.com,Delhi,regular,2024-06-21
168,Customer 168,c168@example.com,Kolkata,premium,2024-09-20
169,Customer 169,c169@example.com,Mumbai,regular,2025-04-20
170,Customer 170,c170@example.com,Delhi,premium,2023-07-15
171,Customer 171,c171@example.com,Bangalore,regular,2024-04-23
172,Customer 172,c172@example.com,Mumbai,regular,2024-02-26
173,Customer 173,c173@example.com,Mumbai,regular,2023-07-28
174,Customer 174,c174@example.com,Chennai,regular,2025-01-29
175,Customer 175,c175@example.com,Chennai,regular,2025-05-02
176,Customer 176,c176@example.com,Pune,premium,2025-06-14
177,Customer 177,c177@example.com,Hyderabad,regular,2024-06-17
178,Customer 178,c178@example.com,Chennai,regular,2023-07-19
179,Customer 179,c179@example.com,Delhi,regular,2023-03-23
180,Customer 180,c180@example.com,Pune,regular,2025-02-13
181,Customer 181,c181@example.com,Delhi,premium,2024-07-12
182,Customer 182,c182@example.com,Chennai,premium,2023-04-29
183,Customer 183,c183@example.com,Delhi,regular,2023-04-06
184,Customer 184,c184@example.com,Mumbai,regular,2023-10-02
185,Customer 185,c185@example.com,Hyderabad,regular,2024-04-22
186,Customer 186,c186@example.com,Pune,regular,2023-07-15
187,Customer 187,c187@example.com,Chennai,regular,2023-04-07
188,Customer 188,c188@example.com,Bangalore,premium,2025-05-30
189,Customer 189,c189@example.com,Chennai,regular,2024-03-25
190,Customer 190,c190@example.com,Bangalore,vip,2023-04-06
191,Customer 191,c191@example.com,Bangalore,premium,2024-05-03
192,Customer 192,c192@example.com,Mumbai,regular,2024-12-22
193,Customer 193,c193@example.com,Bangalore,regular,2025-04-14
194,Customer 194,c194@example.com,Chennai,regular,2024-04-16
195,Customer 195,c195@example.com,Pune,regular,2024-12-25
196,Customer 196,c196@example.com,Chennai,regular,2024-10-11
197,Customer 197,c197@example.com,Bangalore,regular,2024-04-24
198,Customer 198,c198@example.com,Hyderabad,regular,2023-03-20
199,Customer 199,c199@example.com,Mumbai,regular,2024-05-12
200,Customer 200,c200@example.com,Hyderabad,regular,2024-02-20
201,Customer 201,c201@example.com,Delhi,regular,2023-01-22
202,Customer 202,c202@example.com,Mumbai,regular,2024-05-13
203,Customer 203,c203@example.com,Pune,regular,2024-07-01
204,Customer 204,c204@example.com,Bangalore,regular,2023-09-20
205,Customer 205,c205@example.com,Bangalore,premium,2023-01-08
206,Customer 206,c206@example.com,Hyderabad,premium,2024-08-08
207,Customer 207,c207@example.com,Mumbai,regular,2023-03-12
208,Customer 208,c208@example.com,Pune,regular,2023-03-16
209,Customer 209,c209@example.com,Delhi,premium,2024-02-22
210,Customer 210,c210@example.com,Bangalore,premium,2023-03-14
211,Customer 211,c211@example.com,Bangalore,regular,2023-06-25
212,Customer 212,c212@example.com,Mumbai,regular,2024-08-09
213,Customer 213,c213@example.com,Bangalore,regular,2023-03-20
214,Customer 214,c214@example.com,Hyderabad,regular,2023-08-26
215,Customer 215,c215@example.com,Mumbai,regular,2023-03-23
216,Customer 216,c216@example.com,Mumbai,regular,2025-02-11
217,Customer 217,c217@example.com,Mumbai,regular,2024-03-18
218,Customer 218,c218@example.com,Bangalore,premium,2024-05-23
219,Customer 219,c219@example.com,Kolkata,regular,2024-07-15
220,Customer 220,c220@example.com,Mumbai,regular,2025-03-04
221,Customer 221,c221@example.com,Kolkata,regular,2025-03-19
222,Customer 222,c222@example.com,Bangalore,premium,2025-02-04
223,Customer 223,c223@example.com,Mumbai,regular,2024-07-16
224,Customer 224,c224@example.com,Delhi,regular,2024-09-27
225,Customer 225,c225@example.com,Mumbai,regular,2024-04-24
226,Customer 226,c226@example.com,Pune,regular,2025-06-02
227,Customer 227,c227@example.com,Bangalore,regular,2023-05-01
228,Customer 228,c228@example.com,Delhi,regular,2023-08-10
229,Customer 229,c229@example.com,Delhi,vip,2023-04-29
230,Customer 230,c230@example.com,Hyderabad,premium,2024-05-20
231,Customer 231,c231@example.com,Chennai,premium,2024-03-17
232,Customer 232,c232@example.com,Bangalore,regular,2023-04-27
233,Customer 233,c233@example.com,Delhi,premium,2023-11-15
234,Customer 234,c234@example.com,Chennai,regular,2024-10-01
235,Customer 235,c235@example.com,Kolkata,regular,2023-12-28
236,Customer 236,c236@example.com,Mumbai,regular,2025-01-08
237,Customer 237,c237@example.com,Mumbai,regular,2024-03-13
238,Customer 238,c238@example.com,Delhi,vip,2025-03-16
239,Customer 239,c239@example.com,Bangalore,premium,2025-06-03
240,Customer 240,c240@example.com,Mumbai,premium,2024-04-21
241,Customer 241,c241@example.com,Mumbai,vip,2024-12-02
242,Customer 242,c242@example.com,Mumbai,regular,2025-04-13
243,Customer 243,c243@example.com,Delhi,premium,2023-06-14
244,Customer 244,c244@example.com,Chennai,regular,2023-12-10
245,Customer 245,c245@example.com,Pune,premium,2023-01-05
246,Customer 246,c246@example.com,Mumbai,regular,2023-11-15
247,Customer 247,c247@example.com,Mumbai,premium,2023-05-29
248,Customer 248,c248@example.com,Bangalore,regular,2024-10-22
249,Customer 249,c249@example.com,Hyderabad,regular,2023-04-24
250,Customer 250,c250@example.com,Hyderabad,regular,2025-04-07
251,Customer 251,c251@example.com,Delhi,regular,2024-01-07
252,Customer 252,c252@example.com,Hyderabad,premium,2023-03-14
253,Customer 253,c253@example.com,Kolkata,regular,2023-05-09
254,Customer 254,c254@example.com,Delhi,premium,2024-04-03
255,Customer 255,c255@example.com,Chennai,regular,2023-08-22
256,Customer 256,c256@example.com,Delhi,regular,2024-02-06
257,Customer 257,c257@example.com,Mumbai,regular,2023-07-17
258,Customer 258,c258@example.com,Bangalore,regular,2023-01-30
259,Customer 259,c259@example.com,Mumbai,regular,2023-10-04
260,Customer 260,c260@example.com,Pune,regular,2023-04-10
261,Customer 261,c261@example.com,Chennai,regular,2024-11-20
262,Customer 262,c262@example.com,Hyderabad,premium,2025-01-08
263,Customer 263,c263@example.com,Bangalore,premium,2024-09-25
264,Customer 264,c264@example.com,Mumbai,regular,2025-05-01
265,Customer 265,c265@example.com,Hyderabad,regular,2024-07-30
266,Customer 266,c266@example.com,Hyderabad,regular,2024-05-28
267,Customer 267,c267@example.com,Kolkata,regular,2024-09-16
268,Customer 268,c268@example.com,Bangalore,regular,2023-08-05
269,Customer 269,c269@example.com,Pune,regular,2023-03-23
270,Customer 270,c270@example.com,Delhi,regular,2025-05-31
271,Customer 271,c271@example.com,Mumbai,regular,2023-11-02
272,Customer 272,c272@example.com,Delhi,regular,2024-01-16
273,Customer 273,c273@example.com,Chennai,premium,2023-04-19
274,Customer 274,c274@example.com,Delhi,regular,2023-04-30
275,Customer 275,c275@example.com,Pune,regular,2024-04-09
276,Customer 276,c276@example.com,Bangalore,premium,2024-12-10
277,Customer 277,c277@example.com,Bangalore,regular,2023-08-21
278,Customer 278,c278@example.com,Kolkata,regular,2024-09-21
279,Customer 279,c279@example.com,Mumbai,regular,2025-06-04
280,Customer 280,c280@example.com,Bangalore,premium,2024-09-13
281,Customer 281,c281@example.com,Mumbai,premium,2024-08-18
282,Customer 282,c282@example.com,Kolkata,regular,2023-12-12
283,Customer 283,c283@example.com,Bangalore,premium,2023-03-31
284,Customer 284,c284@example.com,Delhi,vip,2023-09-12
285,Customer 285,c285@example.com,Mumbai,regular,2023-01-16
286,Customer 286,c286@example.com,Bangalore,vip,2023-07-25
287,Customer 287,c287@example.com,Delhi,regular,2025-01-08
288,Customer 288,c288@example.com,Mumbai,premium,2024-06-26
289,Customer 289,c289@example.com,Mumbai,regular,2023-10-23
290,Customer 290,c290@example.com,Delhi,regular,2023-10-10
291,Customer 291,c291@example.com,Bangalore,regular,2024-08-09
292,Customer 292,c292@example.com,Bangalore,regular,2024-10-15
293,Customer 293,c293@example.com,Hyderabad,regular,2023-05-17
294,Customer 294,c294@example.com,Hyderabad,regular,2025-04-02
295,Customer 295,c295@example.com,Kolkata,regular,2024-12-16
296,Customer 296,c296@example.com,Chennai,premium,2025-01-31
297,Customer 297,c297@example.com,Bangalore,premium,2023-09-30
298,Customer 298,c298@example.com,Bangalore,premium,2023-01-31
299,Customer 299,c299@example.com,Delhi,premium,2023-05-10
300,Customer 300,c300@example.com,Delhi,regular,2024-08-05
301,Customer 301,c301@example.com,Mumbai,regular,2024-03-15
302,Customer 302,c302@example.com,Chennai,regular,2023-02-16
303,Customer 303,c303@example.com,Delhi,regular,2023-09-11
304,Customer 304,c304@example.com,Mumbai,vip,2023-09-25
305,Customer 305,c305@example.com,Bangalore,regular,2023-11-20
306,Customer 306,c306@example.com,Pune,regular,2023-09-26
307,Customer 307,c307@example.com,Bangalore,regular,2025-01-26
308,Customer 308,c308@example.com,Delhi,premium,2024-05-15
309,Customer 309,c309@example.com,Pune,premium,2025-05-21
310,Customer 310,c310@example.com,Mumbai,regular,2023-02-09
311,Customer 311,c311@example.com,Mumbai,premium,2023-08-19
312,Customer 312,c312@example.com,Bangalore,regular,2023-07-26
313,Customer 313,c313@example.com,Bangalore,premium,2024-05-14
314,Customer 314,c314@example.com,Hyderabad,regular,2025-04-20
315,Customer 315,c315@example.com,Delhi,regular,2024-10-12
316,Customer 316,c316@example.com,Chennai,regular,2023-01-27
317,Customer 317,c317@example.com,Mumbai,premium,2024-02-12
318,Customer 318,c318@example.com,Mumbai,premium,2023-11-06
319,Customer 319,c319@example.com,Bangalore,premium,2023-09-06
320,Customer 320,c320@example.com,Delhi,regular,2024-03-17
321,Customer 321,c321@example.com,Mumbai,regular,2024-05-18
322,Customer 322,c322@example.com,Mumbai,regular,2023-04-08
323,Customer 323,c323@example.com,Delhi,premium,2025-05-04
324,Customer 324,c324@example.com,Delhi,premium,2023-09-20
325,Customer 325,c325@example.com,Bangalore,regular,2025-05-03
326,Customer 326,c326@example.com,Hyderabad,regular,2024-07-15
327,Customer 327,c327@example.com,Delhi,regular,2023-03-30
328,Customer 328,c328@example.com,Mumbai,regular,2023-10-25
329,Customer 329,c329@example.com,Bangalore,premium,2023-11-11
330,Customer 330,c330@example.com,Mumbai,regular,2024-05-17
331,Customer 331,c331@example.com,Delhi,regular,2024-08-23
332,Customer 332,c332@example.com,Delhi,regular,2025-04-29
333,Customer 333,c333@example.com,Delhi,premium,2024-10-17
334,Customer 334,c334@example.com,Mumbai,vip,2023-03-28
335,Customer 335,c335@example.com,Bangalore,regular,2023-11-23
336,Customer 336,c336@example.com,Pune,regular,2024-08-26
337,Customer 337,c337@example.com,Chennai,regular,2023-03-03
338,Customer 338,c338@example.com,Kolkata,premium,2023-01-23
339,Customer 339,c339@example.com,Delhi,regular,2024-03-08
340,Customer 340,c340@example.com,Pune,regular,2023-12-17
341,Customer 341,c341@example.com,Bangalore,premium,2023-11-26
342,Customer 342,c342@example.com,Mumbai,vip,2024-10-08
343,Customer 343,c343@example.com,Hyderabad,regular,2025-03-09
344,Customer 344,c344@example.com,Chennai,regular,2025-05-10
345,Customer 345,c345@example.com,Kolkata,premium,2024-07-09
346,Customer 346,c346@example.com,Hyderabad,premium,2024-02-21
347,Customer 347,c347@example.com,Hyderabad,regular,2024-01-10
348,Customer 348,c348@example.com,Mumbai,premium,2024-07-20
349,Customer 349,c349@example.com,Mumbai,regular,2023-03-01
350,Customer 350,c350@example.com,Mumbai,regular,2024-03-14
351,Customer 351,c351@example.com,Delhi,regular,2025-04-08
352,Customer 352,c352@example.com,Pune,regular,2023-04-17
353,Customer 353,c353@example.com,Bangalore,regular,2023-01-11
354,Customer 354,c354@example.com,Bangalore,regular,2023-03-23
355,Customer 355,c355@example.com,Chennai,regular,2023-06-30
356,Customer 356,c356@example.com,Mumbai,vip,2024-05-15
357,Customer 357,c357@example.com,Pune,premium,2024-09-11
358,Customer 358,c358@example.com,Mumbai,regular,2025-02-25
359,Customer 359,c359@example.com,Delhi,regular,2024-11-12
360,Customer 360,c360@example.com,Chennai,premium,2023-08-19
361,Customer 361,c361@example.com,Pune,regular,2023-08-03
362,Customer 362,c362@example.com,Delhi,regular,2024-11-03
363,Customer 363,c363@example.com,Delhi,regular,2023-08-27
364,Customer 364,c364@example.com,Hyderabad,premium,2024-07-19
365,Customer 365,c365@example.com,Delhi,regular,2024-04-03
366,Customer 366,c366@example.com,Mumbai,premium,2023-10-31
367,Customer 367,c367@example.com,Delhi,regular,2025-01-10
368,Customer 368,c368@example.com,Mumbai,regular,2024-08-14
369,Customer 369,c369@example.com,Chennai,regular,2023-04-18
370,Customer 370,c370@example.com,Mumbai,regular,2023-02-27
371,Customer 371,c371@example.com,Kolkata,regular,2025-03-02
372,Customer 372,c372@example.com,Mumbai,premium,2023-08-18
373,Customer 373,c373@example.com,Delhi,premium,2023-08-24
374,Customer 374,c374@example.com,Bangalore,premium,2023-12-10
375,Customer 375,c375@example.com,Delhi,regular,2024-02-04
376,Customer 376,c376@example.com,Delhi,regular,2024-07-31
377,Customer 377,c377@example.com,Mumbai,premium,2024-10-29
378,Customer 378,c378@example.com,Delhi,premium,2023-02-02
379,Customer 379,c379@example.com,Mumbai,regular,2023-12-23
380,Customer 380,c380@example.com,Delhi,regular,2023-02-08
381,Customer 381,c381@example.com,Hyderabad,regular,2025-06-06
382,Customer 382,c382@example.com,Delhi,regular,2025-04-14
383,Customer 383,c383@example.com,Delhi,premium,2025-02-07
384,Customer 384,c384@example.com,Pune,regular,2024-04-21
385,Customer 385,c385@example.com,Hyderabad,regular,2023-11-11
386,Customer 386,c386@example.com,Delhi,premium,2025-03-18
387,Customer 387,c387@example.com,Delhi,regular,2024-03-16
388,Customer 388,c388@example.com,Pune,regular,2025-06-16
389,Customer 389,c389@example.com,Chennai,vip,2023-12-05
390,Customer 390,c390@example.com,Pune,regular,2023-05-31
391,Customer 391,c391@example.com,Mumbai,regular,2023-11-19
392,Customer 392,c392@example.com,Mumbai,regular,2023-12-06
393,Customer 393,c393@example.com,Chennai,regular,2023-03-31
394,Customer 394,c394@example.com,Pune,premium,2025-06-06
395,Customer 395,c395@example.com,Hyderabad,premium,2024-10-16
396,Customer 396,c396@example.com,Chennai,regular,2023-01-07
397,Customer 397,c397@example.com,Bangalore,regular,2024-10-30
398,Customer 398,c398@example.com,Mumbai,regular,2025-06-03
399,Customer 399,c399@example.com,Hyderabad,regular,2024-01-14
400,Customer 400,c400@example.com,Pune,premium,2025-06-18
401,Customer 401,c401@example.com,Bangalore,regular,2023-12-09
402,Customer 402,c402@example.com,Pune,regular,2024-11-10
403,Customer 403,c403@example.com,Delhi,regular,2023-06-01
404,Customer 404,c404@example.com,Delhi,regular,2023-12-17
405,Customer 405,c405@example.com,Bangalore,premium,2024-12-03
406,Customer 406,c406@example.com,Bangalore,regular,2024-09-01
407,Customer 407,c407@example.com,Pune,regular,2025-06-12
408,Customer 408,c408@example.com,Kolkata,regular,2023-01-19
409,Customer 409,c409@example.com,Hyderabad,regular,2023-12-15
410,Customer 410,c410@example.com,Delhi,vip,2023-11-13
411,Customer 411,c411@example.com,Delhi,regular,2023-01-26
412,Customer 412,c412@example.com,Kolkata,regular,2023-02-02
413,Customer 413,c413@example.com,Delhi,premium,2023-10-16
414,Customer 414,c414@example.com,Chennai,regular,2024-01-20
415,Customer 415,c415@example.com,Mumbai,vip,2024-02-14
416,Customer 416,c416@example.com,Bangalore,regular,2024-09-07
417,Customer 417,c417@example.com,Bangalore,vip,2023-11-09
418,Customer 418,c418@example.com,Chennai,regular,2023-01-18
419,Customer 419,c419@example.com,Hyderabad,regular,2024-09-20
420,Customer 420,c420@example.com,Mumbai,regular,2025-03-17
421,Customer 421,c421@example.com,Pune,vip,2023-01-10
422,Customer 422,c422@example.com,Pune,premium,2023-03-22
423,Customer 423,c423@example.com,Mumbai,regular,2023-08-02
424,Customer 424,c424@example.com,Hyderabad,regular,2023-08-01
425,Customer 425,c425@example.com,Bangalore,regular,2023-09-09
426,Customer 426,c426@example.com,Kolkata,regular,2023-12-17
427,Customer 427,c427@example.com,Mumbai,regular,2023-11-14
428,Customer 428,c428@example.com,Bangalore,regular,2023-04-11
429,Customer 429,c429@example.com,Delhi,regular,2023-07-06
430,Customer 430,c430@example.com,Pune,premium,2024-11-04
431,Customer 431,c431@example.com,Pune,premium,2025-03-07
432,Customer 432,c432@example.com,Bangalore,regular,2024-09-03
433,Customer 433,c433@example.com,Delhi,regular,2025-05-27
434,Customer 434,c434@example.com,Bangalore,regular,2024-06-14
435,Customer 435,c435@example.com,Delhi,regular,2024-01-18
436,Customer 436,c436@example.com,Hyderabad,regular,2024-01-22
437,Customer 437,c437@example.com,Bangalore,regular,2024-10-23
438,Customer 438,c438@example.com,Bangalore,regular,2024-06-19
439,Customer 439,c439@example.com,Delhi,premium,2024-07-17
440,Customer 440,c440@example.com,Delhi,premium,2023-12-05
441,Customer 441,c441@example.com,Kolkata,regular,2024-10-19
442,Customer 442,c442@example.com,Delhi,regular,2024-08-22
443,Customer 443,c443@example.com,Hyderabad,premium,2024-06-17
444,Customer 444,c444@example.com,Bangalore,premium,2025-03-16
445,Customer 445,c445@example.com,Kolkata,regular,2024-02-25
446,Customer 446,c446@example.com,Mumbai,regular,2024-11-26
447,Customer 447,c447@example.com,Kolkata,premium,2023-11-09
448,Customer 448,c448@example.com,Chennai,premium,2023-11-26
449,Customer 449,c449@example.com,Bangalore,regular,2024-03-04
450,Customer 450,c450@example.com,Pune,vip,2025-03-08
451,Customer 451,c451@example.com,Chennai,premium,2023-01-22
452,Customer 452,c452@example.com,Bangalore,regular,2023-10-09
453,Customer 453,c453@example.com,Pune,regular,2024-11-08
454,Customer 454,c454@example.com,Delhi,regular,2024-09-03
455,Customer 455,c455@example.com,Mumbai,vip,2023-06-12
456,Customer 456,c456@example.com,Pune,vip,2024-10-27
